,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1385281548270948352,1385281548270948352,"Situation in India is worst. May Allah protect us  All from thi pandemic.  #IndiaNeedsOxygen  #COVID19
",situation in india is worst may allah protect us all from thi pandemic,0.0132537921438995,0.7832395,Supportive,Supportive,Supportive,Supportive,en
1385962433198673920,1385962433198673920,"RT @Afridi_10_: #EndiaSaySorryToKashmir “There are 1.3 billion Muslims in this world. Millions of Muslims are living in the US and European…
",rt there are 1 3 billion muslims in this world millions of muslims are living in the us and european,0.0105468828199771,0.72201777,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385161144436871169,1385161144436871169,"In these tough times the least one can do is ""be kind to each other""  Politicians, forget about cold rifts &amp; ideolo… https://t.co/xWFDqpjdhI
",in these tough times the least one can do is be kind to each other politicians forget about cold rifts amp ideolo,0.0194261983285539,0.6843046,Supportive,Supportive,Supportive,Supportive,en
1385928637002788864,1385928637002788864,"@ashoswai From Terrorist Sarabjit Singh to Kulbhushan Yadav, #Bla #TTP #Daish #Kerala Branch #Mqm Altaf Hussain… https://t.co/u389jywKGN
",from terrorist sarabjit singh to kulbhushan yadav branch altaf hussain,0.0011952486611811,0.6863549,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1389312669233127425,1389312669233127425,"As #India continues to report soaring infections and record deaths, the UK's chief medical and scientific officers… https://t.co/qilslBo0Hn
",as continues to report soaring infections and record deaths the uk s chief medical and scientific officers,0.0046958149220406,0.66986895,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385983203266154497,1385983203266154497,"@ashoswai Bhakts and sanghis logic  Modi and his political leader kept on saying Pakistan this... and Pakistan that… https://t.co/aCAcadAr56
",bhakts and sanghis logic modi and his political leader kept on saying pakistan this and pakistan that,0.0120606267512664,0.6884374,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386009506732298240,1386009506732298240,"Allah please save people of India and every human from this virus  Ameen... #PrayersForIndia  #PakistanstandswithIndia
",allah please save people of india and every human from this virus ameen,0.430753760478608,0.7721139,Supportive,Supportive,Supportive,Supportive,en
1387476118794641408,1387476118794641408,"RT @SupportUsTooday: Show your #support #IndiaNeedsOxygen, #supportustoday will be #raising money to help them. Please donate generously vi…
",rt show your will be money to help them please donate generously vi,0.0153591955562756,0.72039986,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1385370326331183109,1385370326331183109,"RT @ManuAlee112: This is heart breaking Save My beloved Neighbour country love from pakistan #IndiaNeedsOxygen #IndianLivesMatter https://t…
",rt this is heart breaking save my beloved neighbour country love from pakistan,0.0513259483774983,0.7753006,Supportive,Supportive,Supportive,Supportive,en
1385932472295297026,1385932472295297026,"RT @RAJahangir1: Today Pakistan and India must realize that weapons never save life. #IndiaNeedsOxygen #PakistanstandswithIndia #WeCantBrea…
",rt today pakistan and india must realize that weapons never save life,0.0395902815991463,0.72962666,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385564303118438405,1385564303118438405,"@DrKomal26 @LazyEngr9 #IndiaNeedsOxygen   Chahe jo bhi haalat hain .  We need to help India.
",chahe jo bhi haalat hain we need to help india,0.0410172704916788,0.73526025,Supportive,Supportive,Supportive,Supportive,en
1386644884250103815,1386644884250103815,"Kudos!!!! Thanks to A Big Heart Man @patcummins30 💐Helping Hands are always better than Praying Lips 🙏 @KKRiders… https://t.co/UYdA1tZI1K
",kudos thanks to a big heart man helping hands are always better than praying lips,0.0332757855902957,0.57263845,Supportive,Supportive,Supportive,Supportive,en
1385922335232778243,1385922335232778243,"Would any Indian “celebrity” would do that for Pakistan?  Forget that...Would any Indian “celebrity” reach out to t… https://t.co/FOgsbedSUg
",would any indian celebrity would do that for pakistan forget that would any indian celebrity reach out to t,0.0277924262824288,0.6861926,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385934646794457088,1385934646794457088,"Situation in India right now.  We can feel pain of India but we cannot forgot the brutality of Indians on the peopl… https://t.co/SKuxPxGfV6
",situation in india right now we can feel pain of india but we cannot forgot the brutality of indians on the peopl,0.0036354635592416,0.7911165,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385927071101333504,1385927071101333504,"Modi administration should say sorry and order to lift curfew and lockdown from Kashmirs we can feel pain from Indi… https://t.co/9Aalacxcp3
",modi administration should say sorry and order to lift curfew and lockdown from kashmirs we can feel pain from indi,0.00897847152255,0.69968694,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1386270390704553984,1386270390704553984,"Arghhh! I am so angry! How could someone bear murdering all these people under his watch? I’ve heard of hitler and… https://t.co/2rqgyYdyQG
",arghhh i am so angry how could someone bear murdering all these people under his watch i ve heard of hitler and,0.0228332590565786,0.71213996,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385878499697721345,1385878499697721345,"@dpradhanbjp Sir, we see you as next CM of #Odisha. And this bad time you are inaugurating heritage places , but we… https://t.co/dyLdEck5Sp
",sir we see you as next cm of and this bad time you are inaugurating heritage places but we,0.0072578323746506,0.63773346,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386884916978270208,1386884916978270208,"#IndiaNeedsOxygen They are in dire need.  Hearing that doctor plead for oxygen was heartbreaking. 💔😭  https://t.co/ZcorScIonJ
",they are in dire need hearing that doctor plead for oxygen was heartbreaking,0.0030302990404855,0.7217344,Supportive,Supportive,Supportive,Supportive,en
1385527068264435714,1385527068264435714,"biggest precaution from Corona is mask, it solves half of the problem, so all wear mask, for this we will now work… https://t.co/rOcZSuiqKw
",biggest precaution from corona is mask it solves half of the problem so all wear mask for this we will now work,0.0088078260797468,0.6713776,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385863135274442754,1385863135274442754,"RT @Anirban38430960: #IndiaNeedsOxygen - a request to our Rt Hon. Prime Minister @BorisJohnson  and Secretary of State for Health @MattHanc…
",rt a request to our rt hon prime minister and secretary of state for health,0.01489357371415,0.7233763,Supportive,Supportive,Supportive,Supportive,en
1385963543913107461,1385963543913107461,"When will he stop the Bakwass and do something good for nation?! #COVIDEmergency2021   #IndiaNeedsOxygen
",when will he stop the bakwass and do something good for nation,0.0686925072005512,0.71577144,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385966849419091971,1385966849419091971,"RT @solo_formanite: No doubt about indian army injustice with kashmir but being a member of religion of humanity we pray from bottom of ❤️…
",rt no doubt about indian army injustice with kashmir but being a member of religion of humanity we pray from bottom of,0.04021787997212,0.70899457,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385740775699501056,1385740775699501056,"Political differences aside, i hope situation in India gets controlled. Prayers with people of India. We are in thi… https://t.co/5uAeUGWQmA
",political differences aside i hope situation in india gets controlled prayers with people of india we are in thi,0.2944008819782855,0.75681037,Supportive,Supportive,Supportive,Supportive,en
1386161586633469954,1386161586633469954,"In honor of my brothers and sisters in India...keep strong #IndiaFightsCOVID19 #PakistanstandswithIndia… https://t.co/mOlFLC2SKB
",in honor of my brothers and sisters in india keep strong,0.0339906291713686,0.75483584,Supportive,Supportive,Supportive,Supportive,en
1385805078913634304,1385805078913634304,"@ShirazHassan Thank you💜 #PakistanstandswithIndia I hope someday my country could learn and reciprocate this love t… https://t.co/H32qymc3yT
",thank you i hope someday my country could learn and reciprocate this love t,0.3058133117820494,0.76606935,Supportive,Supportive,Supportive,Supportive,en
1385936547502071808,1385936547502071808,"#EndiaSaySorryToKashmir Every thing will be ok if once you apologize to kashmir.
",every thing will be ok if once you apologize to kashmir,0.00617513594329,0.63824666,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385634057615200256,1385634057615200256,"Edhi has offered help to India. #IndiaNeedsOxygen has been trending in Pakistan. People want to help each other. Bu… https://t.co/dlkPfolILx
",edhi has offered help to india has been trending in pakistan people want to help each other bu,0.0028768948664907,0.65014,Not Supportive,Supportive,Supportive,Supportive,en
1385632090985799687,1385632090985799687,"Surely you can text your mate @Dyson @BorisJohnson to help manufacturer ventilators to save lives in India - a Comm… https://t.co/DpqiuHx60F
",surely you can text your mate to help manufacturer ventilators to save lives in india a comm,0.0014735587548767,0.68608385,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386156446476390400,1386156446476390400,"May be world don't recognise kashmir issue but there are powers beyond our limited thinking. #EndiaSaySorryToKashmir
",may be world don t recognise kashmir issue but there are powers beyond our limited thinking,0.0035295673041719,0.61562103,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386184293274226688,1386184293274226688,"Fence can divide our states,but not the hearts,who once lived together. May Allah show his Mercy Upon India,Ameen.… https://t.co/n6YBbCbUI0
",fence can divide our states but not the hearts who once lived together may allah show his mercy upon india ameen,0.0086334989303997,0.7908547,Supportive,Supportive,Supportive,Supportive,en
1385893465142272000,1385893465142272000,"RT @GreenBlood712: It's time for India to apologize what India has done with Kashmiris. #EndiaSaySorryToKashmir
",rt it s time for india to apologize what india has done with kashmiris,0.0034015161973816,0.6577152,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385804853591658499,1385804853591658499,"Dear World♥️⚘ Let fight with our common&amp;unseen enemy.  Let fight to prosperous our Blue planet.  Let's fight to sav… https://t.co/1iuhECZOD8
",dear world let fight with our common amp unseen enemy let fight to prosperous our blue planet let s fight to sav,0.0282687955442215,0.74439305,Supportive,Supportive,Supportive,Supportive,en
